	level_0	index	font-family	font-size	color	left	top	language	text	innerWidth	innerHeight	link	boxID	width	manga	page_width	page_height	id	font-weight	margin	text-align	-webkit-writing-mode	-webkit-text-orientation
3	3	3	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	612.0	942.0	jp	"上下
じょうげ
、むきを
かえたら
左
さ
右
ゆう
が
逆
ぎゃく
に
なっちゃった"	140	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	3		Doraemon_Long_Stories	800	1285	16					
4	4	4	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	363.0	1059.0	jp	"気
き
に
すんな"	76	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	4		Doraemon_Long_Stories	800	1285	16					
5	5	5	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	74.0	1054.0	jp	"たいした
問
もん
題
だい
じゃ
ない"	103	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	5		Doraemon_Long_Stories	800	1285	16					
6	0	6	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	581.0	142.0	en	LET'S START CARRY THIS	95	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	0	95.0	Doraemon_Long_Stories	800	1285	16					
7	1	7	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	628.0	626.0	en	THE TOP AND BOTTOM ARE REVERSED	123	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	1	123.0	Doraemon_Long_Stories	800	1285	16					
8	2	8	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	176.0	638.0	en	IT'S A LITTLE COMPLI-CATED	125	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	2	125.0	Doraemon_Long_Stories	800	1285	16					
9	3	9	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	606.0	949.0	en	"IF THE TOP AND BOTTOM ARE REVERSED, THEN THE LEFT AND RIGHT 
ARE TOO"	153	126	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	3	153.0	Doraemon_Long_Stories	800	1285	16					
10	4	10	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	348.0	1069.0	en	THAT'S TRUE	101	50	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	4	101.0	Doraemon_Long_Stories	800	1285	16					
11	5	11	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	77.0	1065.0	en	BUT IT'S NOT A PROBLEM, IS IT?	101	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-18	5	101.0	Doraemon_Long_Stories	800	1285	16					
0	0	0	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	504.0	94.0	jp	"静
しず
かだ
なあ…
ほんとに
だれもいない
んだね"	157	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	0		Doraemon_Long_Stories	800	1290	17					
1	1	1	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	142.0	99.0	jp	"いわば
背
はい
景
けい
だけの
世
せ
界
かい
というか
じつに
ふしぎだ"	167	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	1		Doraemon_Long_Stories	800	1290	17					
2	2	2	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	592.0	421.0	jp	"どこまで
続
つづ
いて
るの"	103	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	2		Doraemon_Long_Stories	800	1290	17					
3	3	3	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	444.0	427.0	jp	どこまでも	39	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	3		Doraemon_Long_Stories	800	1290	17					
4	4	4	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	214.0	422.0	jp	"外
そと
の
世
せ
界
かい
と
そっくり
そのままに、
ず〜っと
続
つづ
いているん
だよ"	194	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	4		Doraemon_Long_Stories	800	1290	17					
5	5	5	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	476.0	857.0	jp	"早
はや
く
完
かん
成
せい
させたい"	113	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	5		Doraemon_Long_Stories	800	1290	17					
6	6	6	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	58.0	910.0	jp	"新
あたら
しい
部
ぶ
品
ひん
が
きてる"	113	86	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	6		Doraemon_Long_Stories	800	1290	17					
7	7	7	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	326.0	1024.0	jp	"日
ひ
がくれ
ちゃった"	76	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	7		Doraemon_Long_Stories	800	1290	17					
8	8	8	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	62.0	1077.0	jp	"あとは
あすに
しょう"	93	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	8		Doraemon_Long_Stories	800	1290	17					
9	0	9	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	505.0	117.0	en	IT'S SO QUIET. NOBODY IS REALLY HERE, HUH?	158	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	0	158.0	Doraemon_Long_Stories	800	1290	17					
10	1	10	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	134.0	108.0	en	BUT THE SCENERY AND EVERYTHING ARE JUST THE SAME WITH THE REAL WORLD. ISN'T IT AMAZING?	197	126	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	1	197.0	Doraemon_Long_Stories	800	1290	17					
11	2	11	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	591.0	426.0	en	WHERE IS THE END OF THIS WORLD?	103	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	2	103.0	Doraemon_Long_Stories	800	1290	17					
12	3	12	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	417.0	460.0	en	THERE'S NO END	93	50	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	3	93.0	Doraemon_Long_Stories	800	1290	17					
13	4	13	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	207.0	438.0	en	"AS LONG AS 
OUR REAL WORLD CONTINUES, THEN THIS WORLD WILL AS WELL"	197	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	4	197.0	Doraemon_Long_Stories	800	1290	17					
14	5	14	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	475.0	868.0	en	I WANNA COMPLETE IT SOON	117	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	5	117.0	Doraemon_Long_Stories	800	1290	17					
15	6	15	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	49.0	909.0	en	THERE'S ANOTHER PART COMING	129	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	6	129.0	Doraemon_Long_Stories	800	1290	17					
16	7	16	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	312.0	1032.0	en	IT'S ALREADY LATE	115	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	7	115.0	Doraemon_Long_Stories	800	1290	17					
17	8	17	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	40.0	1074.0	en	MAYBE WE SHOULD CONTINUE IT TOMORROW	139	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-19	8	139.0	Doraemon_Long_Stories	800	1290	17					
0	0	0	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	396.0	399.0	jp	"なんだい
さっきから
ズシズシ
いってる
のは"	147	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	0		Doraemon_Long_Stories	800	1281	18					
1	1	1	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	145.0	399.0	jp	"ちっちゃい
地
じ
震
しん
が
はやってる
んですって"	130	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	1		Doraemon_Long_Stories	800	1281	18					
2	2	2	 yasashisa-antique, sans-serif	25.0	[' 0', '0', '0']	280.0	864.0	jp	"なによ！
このガラ
クタの
山
やま
は！"	152	112	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	2		Doraemon_Long_Stories	800	1281	18					
3	0	3	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	397.0	401.0	en	WHAT WAS THAT NOISE? I'VE HEARD IT FOR A WHILE NOW	155	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	0	155.0	Doraemon_Long_Stories	800	1281	18					
4	1	4	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	125.0	409.0	en	PEOPLE SAY THAT THERE HAS BEEN A LITTLE EARTHQUAKE LATELY	172	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	1	172.0	Doraemon_Long_Stories	800	1281	18					
5	2	5	 hl-comic2, sans-serif	22.0	[' 0', '0', '0']	257.0	850.0	en	"WHAT ARE THESE? A MOUNTAIN 
OF TRASH!!"	187	124	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-20	2	187.0	Doraemon_Long_Stories	800	1281	18					
0	0	0	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	591.0	91.0	jp	"すぐ
もってく
から
心
しん
配
ぱい
しな
いで"	157	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	0		Doraemon_Long_Stories	800	1290	19					
1	1	1	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	280.0	101.0	jp	"ぜんぶ
そろった
みたい"	93	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	1		Doraemon_Long_Stories	800	1290	19					
2	2	2	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	209.0	97.0	jp	よ〜し	39	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	2		Doraemon_Long_Stories	800	1290	19					
3	3	3	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	43.0	105.0	jp	"いっきに
組
く
み
立
た
て
よう！"	103	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	3		Doraemon_Long_Stories	800	1290	19					
4	4	4	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	193.0	906.0	jp	"かってに
きちゃだめ！
まだなにか
送
おく
ってくる
かもしれ
ない"	184	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	4		Doraemon_Long_Stories	800	1290	19					
5	0	5	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	585.0	92.0	en	WE'LL REMOVE THEM AS SOON AS POSSIBLE. DON'T WORRY ABOUT IT	181	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	0	181.0	Doraemon_Long_Stories	800	1290	19					
6	1	6	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	272.0	115.0	en	I THINK THESE ARE ALL	107	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	1	107.0	Doraemon_Long_Stories	800	1290	19					
7	2	7	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	198.0	116.0	en	YES!	69	31	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	2	69.0	Doraemon_Long_Stories	800	1290	19					
8	3	8	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	21.0	108.0	en	WE CAN FINISH ASSEMBLING THEM TODAY!	135	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	3	135.0	Doraemon_Long_Stories	800	1290	19					
9	4	9	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	211.0	922.0	en	DON'T FOLLOW US!! THERE MIGHT BE SOME PARTS LEFT	162	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-21	4	162.0	Doraemon_Long_Stories	800	1290	19					
0	0	0	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	560.0	130.0	jp	"じゃまが
入
はい
らない
よう
かたづけて
おく"	157	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	0		Doraemon_Long_Stories	800	1283	20					
1	1	1	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	682.0	399.0	jp	"のび
ちゃあん"	66	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	1		Doraemon_Long_Stories	800	1283	20					
2	2	2	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	452.0	406.0	jp	"そろそろ
お
庭
にわ
の
草
くさ
が
のびたから
………"	130	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	2		Doraemon_Long_Stories	800	1283	20					
3	3	3	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	645.0	672.0	jp	"あぶない
じゃない
の！"	93	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	3		Doraemon_Long_Stories	800	1283	20					
4	4	4	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	409.0	670.0	jp	"こんなもの
ほうりだし
ておいちゃ"	93	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	4		Doraemon_Long_Stories	800	1283	20					
5	5	5	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	680.0	946.0	jp	"のび
太
た"	49	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	5		Doraemon_Long_Stories	800	1283	20					
6	6	6	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	397.0	936.0	jp	"草
くさ
むしり
させようと
思
おも
ったのに
……"	140	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	6		Doraemon_Long_Stories	800	1283	20					
7	0	7	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	566.0	143.0	en	I'LL TAKE OUT THIS POND, SO NOBODY WILL DISTURB US	158	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	0	158.0	Doraemon_Long_Stories	800	1283	20					
8	1	8	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	678.0	421.0	en	NOBI-CHAN	71	50	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	1	71.0	Doraemon_Long_Stories	800	1283	20					
9	2	9	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	458.0	420.0	en	THE GRASS IN OUR GARDEN HAS GROWN	128	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	2	128.0	Doraemon_Long_Stories	800	1283	20					
10	3	10	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	617.0	692.0	en	"IT'S SO DANGEROUS
!!"	153	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	3	153.0	Doraemon_Long_Stories	800	1283	20					
11	4	11	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	410.0	678.0	en	I BETTER THROW THIS THING OUT	108	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	4	108.0	Doraemon_Long_Stories	800	1283	20					
12	5	12	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	640.0	969.0	en	NOBITA!!	122	31	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	5	122.0	Doraemon_Long_Stories	800	1283	20					
13	6	13	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	399.0	939.0	en	"I WAS THINKING 
TO ASK HIM WEED THE GARDEN..."	140	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-22	6	140.0	Doraemon_Long_Stories	800	1283	20					
0	0	0	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	152.0	97.0	jp	"コネク
ターが
ずれない
よう…"	120	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	0		Doraemon_Long_Stories	800	1286	21					
1	1	1	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	65.0	192.0	jp	"もうちょい
右
みぎ
…
もうちょい…
よ〜し、そのまま"	103	180	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	1		Doraemon_Long_Stories	800	1286	21					
2	2	2	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	414.0	393.0	jp	"強
つよ
そうな
腕
うで
だなあ
何
なん
トンぐらい
もちあげられ
るかな"	177	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	2		Doraemon_Long_Stories	800	1286	21					
3	3	3	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	408.0	587.0	jp	"みたことの
ない
合
ごう
金
きん
だ
どこから
きたんだろ"	130	117	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	3		Doraemon_Long_Stories	800	1286	21					
4	4	4	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	220.0	388.0	jp	"ここんとこ
コンピュ
ータの
スべースだと
思
おも
うけど"	157	138	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	4		Doraemon_Long_Stories	800	1286	21					
5	5	5	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	69.0	399.0	jp	"えっ、
送
おく
って
きて
ないの"	130	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	5		Doraemon_Long_Stories	800	1286	21					
6	6	6	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	166.0	756.0	jp	"これじゃ
動
うご
かな
いよ"	103	96	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	6		Doraemon_Long_Stories	800	1286	21					
7	7	7	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	34.0	757.0	jp	"ゥーン
……"	66	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	7		Doraemon_Long_Stories	800	1286	21					
8	8	8	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	344.0	1066.0	jp	"お
金
かね
が
たりる
といい
が…"	130	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	8		Doraemon_Long_Stories	800	1286	21					
9	9	9	 yasashisa-antique, sans-serif	21.0	[' 0', '0', '0']	168.0	950.0	jp	"早
はや
く
買
か
って
きてね"	113	75	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	9		Doraemon_Long_Stories	800	1286	21					
10	10	10	 yasashisa-antique, sans-serif	20.0	[' 0', '0', '0']	497.0	944.0	jp	"よし!
思
おも
いきって
とりよせ
よう
二十二
世
せい
紀
き
の
スーパーで
バーゲン
たってるから"	266	132	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	10		Doraemon_Long_Stories	800	1286	21					
11	0	11	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	146.0	97.0	en	HEY, BE CAREFUL WITH THAT PART	124	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	0	124.0	Doraemon_Long_Stories	800	1286	21					
12	1	12	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	53.0	213.0	en	IT'S NOT STRAIGHT YET. MOVE IT A LITTLE BIT... A LITTLE MORE, YES, PERFECT	140	145	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	1	140.0	Doraemon_Long_Stories	800	1286	21					
13	2	13	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	427.0	407.0	en	LOOK AT THIS ARM! IT CAN CARRY TONS OF THINGS, I'M SURE	149	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	2	149.0	Doraemon_Long_Stories	800	1286	21					
14	3	14	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	422.0	589.0	en	I WONDER HOW FAR HE CAN GO	97	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	3	97.0	Doraemon_Long_Stories	800	1286	21					
15	4	15	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	232.0	405.0	en	MAYBE THERE'S A SPECIAL COMPUTER INSIDE HIM?	156	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	4	156.0	Doraemon_Long_Stories	800	1286	21					
16	5	16	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	73.0	399.0	en	NOPE, YOU'RE MISTAKEN	123	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	5	123.0	Doraemon_Long_Stories	800	1286	21					
17	6	17	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	180.0	763.0	en	SO HE CAN'T MOVE!?	88	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	6	88.0	Doraemon_Long_Stories	800	1286	21					
18	7	18	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	42.0	770.0	en	NG...	79	31	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	7	79.0	Doraemon_Long_Stories	800	1286	21					
19	8	19	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	519.0	951.0	en	OKAY, I'LL TRY TO GO TO THE 22ND CENTURY AND SEE IF THERE'S ANY SALE	209	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	10	209.0	Doraemon_Long_Stories	800	1286	21					
20	9	20	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	330.0	1065.0	en	"I MIGHT 
HAVE A LITTLE MONEY LEFT..."	152	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	8	152.0	Doraemon_Long_Stories	800	1286	21					
21	10	21	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	173.0	958.0	en	HURRY UP AND BUY IT THEN	99	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	9	99.0	Doraemon_Long_Stories	800	1286	21					
